License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
413723,7/21/2017 0:00,Written Warning,7P7202B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,DOUGLAS
412362,7/24/2017 0:00,Written Warning,4D7208A,314.55.105,(MJ) Packaging and/or labeling violations (producer).,UNINCORP. AREAS,BENTON
412254,3/1/2017 0:00,Written Warning,7G7060A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SNOHOMISH
415203,2/10/2017 0:00,Written Warning,2Q7041A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,KING
413014,5/16/2016 0:00,Written Warning,7Q6137A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),SPOKANE VALLEY,SPOKANE
412969,10/31/2016 0:00,Written Warning,1J6305A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORPORATED AREAS,DOUGLAS
414140,6/15/2016 0:00,Written Warning,7P6167A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,CHELAN
412388,4/21/2016 0:00,Written Warning,7E6112A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,KLICKITAT
414114,4/11/2017 0:00,Written Warning,7N7101B,314.55.085,(MJ) Violation of transportation requirements.,SPOKANE (CITY),SPOKANE
410831,8/10/2016 0:00,Written Warning,2O6223A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,MAPLE VALLEY,KING
412639,2/3/2017 0:00,Written Warning,7G7034A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,SEATTLE,KING
413014,5/16/2016 0:00,Written Warning,7Q6137A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE VALLEY,SPOKANE
417118,6/22/2017 0:00,Written Warning,7D7173A,314.55.086,(MJ) Signs: Failure to post required signs.,TACOMA,PIERCE
417511,9/16/2015 0:00,Written Warning,3D5259A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,ISLAND
424190,1/19/2017 0:00,Written Warning,1C7019A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,PACIFIC
412757,7/12/2017 0:00,Written Warning,7G7193A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),GOLD BAR,SNOHOMISH
412324,7/22/2016 0:00,Written Warning,7J6204A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,KING
414723,2/24/2015 0:00,Written Warning,1S5055A,314.55.155(2),(MJ) Advertising: Violations (statements/illustrations).,TACOMA,PIERCE
416153,6/3/2016 0:00,Written Warning,7I6155A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,WHATCOM
413558,5/1/2015 0:00,Written Warning,2E5121A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
418021,1/6/2016 0:00,Written Warning,7H6006A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,WINTHROP,OKANOGAN
412053,10/6/2014 0:00,Written Warning,7M4279A,314.55.083(2),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,LINCOLN
412246,10/8/2015 0:00,Written Warning,7J5281B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
415761,7/19/2017 0:00,Written Warning,7G7200A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),GOLD BAR,SNOHOMISH
413803,6/23/2015 0:00,Written Warning,2D5174A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,KING
412299,1/5/2015 0:00,Written Warning,7D5005A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),TACOMA,PIERCE
414680,1/5/2015 0:00,Written Warning,3G5005A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,EVERETT,SNOHOMISH
412286,8/28/2015 0:00,Written Warning,7H5240A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
416235,7/13/2017 0:00,Written Warning,7G7194A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),GOLD BAR,SNOHOMISH
414225,1/29/2015 0:00,Written Warning,4C5029A,314.55.155(1),(MJ) Advertising: Violations (statements/illustrations).,PROSSER,BENTON
413289,10/23/2015 0:00,Written Warning,7H5296C,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,CHELAN
412254,3/1/2017 0:00,Written Warning,7G7060A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SNOHOMISH
413791,9/16/2015 0:00,Written Warning,2J5259A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,RENTON,KING
414233,11/4/2015 0:00,Written Warning,7D5308A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),PORT ANGELES,CLALLAM
417643,7/25/2017 0:00,Written Warning,3D7206A,314.55.079(6),(MJ) Retail outlet selling unauthorized products.,OAK HARBOR,ISLAND
412208,1/22/2016 0:00,Written Warning,7I6022A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),FERNDALE,WHATCOM
412855,3/22/2016 0:00,Written Warning,7J6083A,314.55.083(6),(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,KING
413076,9/12/2016 0:00,Written Warning,7C6256A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SOUTH BEND,PACIFIC
417206,8/31/2016 0:00,Written Warning,7I6244A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,SKAGIT
421759,10/13/2016 0:00,Written Warning,1C6287A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,THURSTON
412942,1/26/2017 0:00,Written Warning,7C7026A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,THURSTON
414140,8/17/2016 0:00,Written Warning,7P6230A,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments (producer),UNINCORPORATED AREAS,CHELAN
413126,5/5/2016 0:00,Written Warning,7N6126A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
413773,3/12/2015 0:00,Written Warning,4F5071A,314.55.085,(MJ) Violation of transportation requirements.,UNION GAP,YAKIMA
414780,4/26/2015 0:00,Written Warning,2E5116A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412757,7/12/2017 0:00,Written Warning,7G7193A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),GOLD BAR,SNOHOMISH
412598,10/21/2015 0:00,Written Warning,7G5294A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,ARLINGTON,SNOHOMISH
413097,8/3/2016 0:00,Written Warning,7R6216A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,MASON
414250,6/6/2017 0:00,Written Warning,4E7157A,314.55.035,(MJ) True party of interest violation.,UNION GAP,YAKIMA
412050,3/8/2016 0:00,Written Warning,7N6068A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SPOKANE (CITY),SPOKANE
417165,4/4/2016 0:00,Written Warning,7J6095A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,KING
412457,10/16/2016 0:00,Written Warning,7L6290D,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),MOXEE,YAKIMA
412070,2/4/2016 0:00,Written Warning,7J6035A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
412598,7/11/2017 0:00,Written Warning,7G7192A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,ARLINGTON,SNOHOMISH
412452,2/22/2016 0:00,Written Warning,7B6053A,314.55.083(6),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,MASON
412112,7/22/2015 0:00,Written Warning,7J5203A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,BELLEVUE,KING
422278,3/11/2017 0:00,Written Warning,4X7070A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SPOKANE (CITY),SPOKANE
416787,3/2/2017 0:00,Written Warning,7E7061A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),VANCOUVER,CLARK
413414,6/5/2017 0:00,Written Warning,1J7156A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,BINGEN,KLICKITAT
416606,3/31/2016 0:00,Written Warning,7O6091A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,LINCOLN
417571,6/9/2017 0:00,Written Warning,7G7160A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),ARLINGTON,SNOHOMISH
413434,4/14/2016 0:00,Written Warning,7I6105A,314.55.035,(MJ) True party of interest violation.,UNINCORP. AREAS,WHATCOM
415880,5/18/2017 0:00,Written Warning,7L7138A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
414060,8/11/2016 0:00,Written Warning,3Y6224A,314.55.079,(MJ) Sale or service to minor,MOUNT VERNON,SKAGIT
415658,3/30/2017 0:00,Written Warning,4W7089A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,KING
412069,1/15/2016 0:00,Written Warning,7J6015A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SEATTLE,KING
412148,12/14/2015 0:00,Written Warning,7J5348A,314.55.097,(MJ) Failure for a processor to meet marijuana waste disposal requirements.,SEATTLE,KING
424788,7/24/2017 0:00,Written Warning,7L7205B,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,YAKIMA
417010,4/11/2016 0:00,Written Warning,7J6102A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),AUBURN,KING
417019,6/17/2016 0:00,Written Warning,7P6169A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
412079,10/27/2014 0:00,Written Warning,7E4300A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,VANCOUVER,CLARK
416105,5/1/2017 0:00,Written Warning,7G7121A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,ARLINGTON,SNOHOMISH
412494,5/25/2016 0:00,Written Warning,2P6146A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,AUBURN,KING
417118,6/22/2017 0:00,Written Warning,7D7173A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
424162,7/24/2017 0:00,Written Warning,7L7205A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,YAKIMA
412815,11/2/2016 0:00,Written Warning,7P6307A,314.55.104,(MJ) Marijuana processor extraction requirements.,UNINCORPORATED AREAS,CHELAN
412665,12/29/2015 0:00,Written Warning,7L5363A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
412648,6/12/2015 0:00,Written Warning,7H5163A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
412431,4/11/2016 0:00,Written Warning,7B6102A,314.55.087,(MJ) Records: Improper recordkeeping.,UNINCORP. AREAS,KITSAP
415674,7/28/2017 0:00,Written Warning,3B7209A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,WHATCOM
412942,1/20/2017 0:00,Written Warning,7D7020A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,THURSTON
414140,6/15/2016 0:00,Written Warning,7P6167A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
417083,10/25/2016 0:00,Written Warning,7O6299B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,BENTON
414225,1/29/2015 0:00,Written Warning,4C5029A,314.55.015,(MJ) Operating plan: Violations of a board-approved operating plan.,PROSSER,BENTON
412106,10/31/2014 0:00,Written Warning,7D4305C,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,CLALLAM
415942,5/15/2017 0:00,Written Warning,7L7135A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
413380,2/2/2016 0:00,Written Warning,7I6033A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORP. AREAS,WHATCOM
413716,10/22/2015 0:00,Written Warning,7B5295A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,KING
416046,7/12/2017 0:00,Written Warning,7H7193A,314.55.086,(MJ) Signs: Failure to post required signs.,UNINCORP. AREAS,OKANOGAN
415812,4/24/2017 0:00,Written Warning,7Q7114A,314.55.085,(MJ) Violation of transportation requirements. (producer),SPOKANE (CITY),SPOKANE
412860,11/9/2015 0:00,Written Warning,7H5313A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
415997,9/7/2016 0:00,Written Warning,7J6251A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,KING
416393,9/25/2015 0:00,Written Warning,7J5268A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,KIRKLAND,KING
414785,11/29/2016 0:00,AVN,2A6334B,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
416549,2/23/2017 0:00,AVN,7P7054A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,KITTITAS
413372,6/8/2017 0:00,AVN,2E7159A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
414539,6/19/2017 0:00,AVN,3A7170B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,WHATCOM
412370,10/23/2015 0:00,AVN,3C5296C,314.55.079,(MJ) Sale or service to minor,MOUNT VERNON,SKAGIT
412656,8/16/2017 0:00,AVN,7I7228A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),BELLINGHAM,WHATCOM
414780,9/22/2015 0:00,AVN,2J5265B,314.55.083(4),(MJ) Failure to maintain required security alarm and surveillance systems.,SEATTLE,KING
420793,5/12/2016 0:00,AVN,2C6133A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
415253,9/29/2016 0:00,AVN,3L6273C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BELLEVUE,KING
415997,9/7/2016 0:00,AVN,7J6251A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,KING
416539,3/30/2016 0:00,AVN,7N6090A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
421282,11/21/2016 0:00,AVN,4H6326A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,KITTITAS
416166,2/13/2017 0:00,Written Warning,7D7044A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,TACOMA,PIERCE
417326,5/26/2017 0:00,Written Warning,7J7146B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412598,12/10/2015 0:00,Written Warning,7G5344A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,ARLINGTON,SNOHOMISH
412324,7/22/2016 0:00,Written Warning,7J6204A,314.55.086,(MJ) Signs: Failure to post required signs.,UNINCORPORATED AREAS,KING
353928,7/26/2017 0:00,Written Warning,4F7207C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,YAKIMA,YAKIMA
413092,4/28/2016 0:00,Written Warning,7O6119A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,ADAMS
412069,4/8/2015 0:00,Written Warning,7G5098A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,SEATTLE,KING
412639,2/3/2017 0:00,Written Warning,7G7034A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),SEATTLE,KING
412032,1/7/2016 0:00,Written Warning,7N6007B,69.50.401,(MJ) Unauthorized product/unapproved storage or delivery. (producer),UNINCORP. AREAS,PEND OREILLE
412149,8/25/2014 0:00,Written Warning,7B4237A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,RAYMOND,PACIFIC
413652,1/12/2016 0:00,Written Warning,7C6012A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,THURSTON
413706,4/7/2017 0:00,Written Warning,7J7097A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,KELSO,COWLITZ
416831,11/2/2016 0:00,Written Warning,7I6307A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BELLINGHAM,WHATCOM
416286,7/17/2017 0:00,Written Warning,7O7198A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
417053,6/3/2016 0:00,Written Warning,7G6155A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SNOHOMISH
412452,2/22/2016 0:00,Written Warning,7B6053A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,MASON
415752,12/7/2016 0:00,Written Warning,7E6342A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),WOODLAND,COWLITZ
413541,1/27/2016 0:00,AVN,1W6027B,314.55.079,(MJ) Sale or service to minor,PORT ORCHARD,KITSAP
